"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"6815841748","Barack Obama","“He was hip, cutting-edge, cultural, sensitive ...”—First Lady Michelle Obama’s first impressions of her future husband on their first date. You and a guest could join them for an upcoming dinner with supporters: http://OFA.BO/GuZD54","2012-06-25T01:01:02+0000","video","http://www.youtube.com/watch?v=1QdQ285QRLY","6815841748_124304274377650",12085,959,898
"6815841748","Barack Obama","Supporters like you have driven this campaign from the beginning, and how we move forward is up to you. Take our quick survey to weigh in: http://OFA.BO/Wb6AG3","2012-06-24T19:02:34+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150996936786749/?type=1","6815841748_10150996936851749",32892,3100,1324
"6815841748","Barack Obama","Proud.","2012-06-24T15:36:05+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150996581901749/?type=1","6815841748_10150996581951749",103856,4336,4630
"6815841748","Barack Obama","The ¡Obama! button looks good on just about everything—pick up a few by giving $5: http://OFA.BO/ewY4EF","2012-06-23T22:26:59+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150995318901749/?type=1","6815841748_10150995318961749",21077,1664,1657
"6815841748","Barack Obama","Here’s just one of the ways President Obama is helping millions of students afford college. Pass it along so your friends know, too.","2012-06-23T15:27:24+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150994689751749/?type=1","6815841748_10150994689811749",86413,3580,21095
"6815841748","Barack Obama","Share this image if you agree with the President that we should reward companies that create jobs in America, not overseas.","2012-06-23T00:11:24+0000","photo","https://www.facebook.com/ofatruthteam/photos/a.362236893796909.84936.348991775121421/435978433089421/?type=1","6815841748_352128901522237",93899,4456,23465
"6815841748","Barack Obama","A must-read article on Mitt Romney's record of outsourcing jobs overseas: http://OFA.BO/sYdqBQ","2012-06-22T19:34:58+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150993200286749/?type=1","6815841748_10150993200336749",15839,4015,5909
"6815841748","Barack Obama","Share this image to spread the good news, and learn more here: http://OFA.BO/gBKctw","2012-06-22T01:24:11+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150991723216749/?type=1","6815841748_10150991723306749",43136,3316,10211
"6815841748","Barack Obama","If Congress doesn’t act, federal student loan interest rates will double in 9 days—raising college costs by an average of $1,000 for more than 7 million students. Tell Congress we can’t afford that—then share this with your friends so they can, too: http://OFA.BO/BFyiwx","2012-06-21T15:59:31+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150990759111749/?type=1","6815841748_10150990759146749",69677,6751,33693
"6815841748","Barack Obama","The President has decided to bring a date to the next Dinner with Barack: First Lady Michelle Obama. Pitch in $3 for a chance to be there: http://OFA.BO/pSTyXP","2012-06-21T01:13:07+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150989494231749/?type=1","6815841748_10150989494281749",15812,1599,701
"6815841748","Barack Obama","Add your name if you agree with President Obama that we all have a right to know exactly which corporations and individuals are spending millions in attack ads to influence elections—and what their agendas are: http://OFA.BO/zAfkDR","2012-06-20T16:55:55+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150988707651749/?type=1","6815841748_10150988707696749",115277,9877,10077
